vx,vy,vz,xpos0,ypos0,photons0,xpos1,ypos1,photons1
16.5818,0,-4.3195,-99.9,-99.9,-1,-99.9,-99.9,-1
-15.6886,0,0.945949,-25,0,2,-99.9,-99.9,-1
-11.7138,0,2.53505,-25,0,69,25,0,43
-15.484,0,7.60987,-25,0,64,25,0,36
-19.6904,0,3.66059,-25,0,488,25,0,112
11.5993,0,-6.44608,-25,0,577,25,0,1287
10.8231,0,7.12756,-99.9,-99.9,-1,25,0,1
18.325,0,1.29878,-25,0,576,25,0,1908
0.29115,0,5.94535,-25,0,178,25,0,158
-12.1404,0,4.92043,-25,0,220,25,0,121
-8.52207,0,7.83568,-25,0,95,25,0,57
21.7412,0,-6.54442,-25,0,223,25,0,857
14.4796,0,-4.4501,-99.9,-99.9,-1,-99.9,-99.9,-1
-21.5516,0,8.34402,-25,0,3505,25,0,1098
-3.46428,0,9.27344,-25,0,165,25,0,179
21.0362,0,-6.70833,-99.9,-99.9,-1,-99.9,-99.9,-1
9.66799,0,6.18728,-25,0,611,25,0,2406
-3.47981,0,-5.0059,-25,0,108,25,0,93
10.6365,0,0.481871,-25,0,563,25,0,766
-19.5498,0,-6.94108,-25,0,3564,25,0,656
13.4889,0,-1.87218,-99.9,-99.9,-1,-99.9,-99.9,-1
-4.51067,0,1.13355,-99.9,-99.9,-1,25,0,2
-7.62563,0,5.09082,-99.9,-99.9,-1,-99.9,-99.9,-1
-19.0962,0,-3.69414,-25,0,1,-99.9,-99.9,-1
-15.1847,0,-8.82416,-25,0,437,25,0,205
12.7007,0,-9.34033,-25,0,9,25,0,19
-19.2999,0,6.19998,-25,0,853,25,0,227
-5.01904,0,7.3507,-25,0,1,25,0,1
6.96362,0,-5.45989,-25,0,193,25,0,279
-17.437,0,1.57272,-25,0,94,25,0,54
-20.0741,0,3.2217,-25,0,3,-99.9,-99.9,-1
-19.998,0,2.2821,-25,0,14,25,0,1
11.5159,0,7.05213,-99.9,-99.9,-1,25,0,2
4.20825,0,-3.09964,-25,0,9,25,0,4
-12.6961,0,3.03429,-25,0,44,25,0,23
-4.72398,0,-4.05599,-99.9,-99.9,-1,-99.9,-99.9,-1
-16.9429,0,7.71503,-25,0,80,25,0,48
3.99701,0,7.24096,-25,0,460,25,0,597
16.7099,0,2.62544,-99.9,-99.9,-1,-99.9,-99.9,-1
-16.0654,0,3.11045,-25,0,766,25,0,270
-5.16588,0,0.171697,-25,0,920,25,0,685
-12.8653,0,8.7489,-25,0,737,25,0,466
2.16255,0,-2.28797,-25,0,162,25,0,201
2.50435,0,-3.84782,-25,0,299,25,0,267
-17.4473,0,1.0004,-25,0,177,25,0,98
4.83344,0,9.25096,-99.9,-99.9,-1,-99.9,-99.9,-1
-15.6359,0,-3.72793,-25,0,1649,25,0,1219
-2.79478,0,-8.77336,-25,0,51,25,0,43
18.2822,0,-5.95997,-99.9,-99.9,-1,-99.9,-99.9,-1
21.81,0,-9.162,-25,0,230,25,0,748
-13.1259,0,1.84102,-99.9,-99.9,-1,25,0,1
-5.05411,0,7.99888,-25,0,224,25,0,190
-4.79352,0,-8.12467,-25,0,1,-99.9,-99.9,-1
-10.2356,0,6.18405,-99.9,-99.9,-1,-99.9,-99.9,-1
12.5402,0,-9.23463,-99.9,-99.9,-1,25,0,1
-6.65332,0,1.50367,-99.9,-99.9,-1,25,0,1
14.7803,0,0.550309,-25,0,24,25,0,60
-10.1488,0,1.60022,-25,0,3,25,0,2
-10.749,0,6.79603,-25,0,126,25,0,70
21.9542,0,5.41287,-99.9,-99.9,-1,-99.9,-99.9,-1
-10.8264,0,-5.5155,-25,0,1,-99.9,-99.9,-1
-12.2179,0,7.81939,-99.9,-99.9,-1,-99.9,-99.9,-1
19.7991,0,-6.30298,-25,0,194,25,0,548
14.6739,0,9.01223,-25,0,72,25,0,119
-11.7659,0,2.05443,-99.9,-99.9,-1,-99.9,-99.9,-1
-6.42182,0,8.36116,-25,0,159,25,0,137
-6.86286,0,4.41907,-99.9,-99.9,-1,-99.9,-99.9,-1
11.8685,0,-9.83403,-99.9,-99.9,-1,25,0,1
13.0891,0,8.05128,-25,0,69,25,0,30
-20.4462,0,-5.54247,-25,0,660,25,0,228
3.26512,0,-3.73509,-99.9,-99.9,-1,25,0,3
17.4479,0,-5.91725,-25,0,694,25,0,1362
6.417,0,3.71605,-25,0,186,25,0,312
-11.9444,0,3.29761,-25,0,10,25,0,2
-9.12034,0,-7.46705,-25,0,347,25,0,220
-20.6081,0,7.085,-25,0,714,25,0,134
-15.7786,0,3.61076,-25,0,2,-99.9,-99.9,-1
-9.56233,0,3.33654,-25,0,194,25,0,123
14.6862,0,-2.38338,-25,0,238,25,0,1267
-13.2299,0,-4.58334,-25,0,1104,25,0,356
12.1529,0,-8.91935,-25,0,418,25,0,752
0.457014,0,-8.04694,-99.9,-99.9,-1,-99.9,-99.9,-1
-17.8963,0,-1.28938,-25,0,1527,25,0,368
-18.5285,0,-5.1277,-25,0,1674,25,0,581
5.73256,0,-1.48963,-99.9,-99.9,-1,-99.9,-99.9,-1
-5.51785,0,4.3403,-25,0,6,25,0,4
4.01207,0,6.08563,-25,0,1,-99.9,-99.9,-1
-20.1827,0,-7.05854,-25,0,285,25,0,100
-11.1348,0,2.73007,-25,0,176,25,0,97
3.96268,0,-7.76234,-25,0,28,25,0,29
-11.9582,0,6.90007,-25,0,88,25,0,65
1.61501,0,-8.35612,-99.9,-99.9,-1,25,0,1
19.614,0,-9.03594,-25,0,10,25,0,10
-9.83798,0,2.10322,-25,0,137,25,0,95
-8.8089,0,0.281113,-25,0,329,25,0,237
0.750814,0,3.59617,-25,0,273,25,0,310
18.0881,0,-0.325804,-25,0,166,25,0,564
-12.4025,0,-7.99876,-25,0,53,25,0,34
-10.1915,0,-6.69428,-99.9,-99.9,-1,25,0,2
-15.3999,0,2.20917,-99.9,-99.9,-1,-99.9,-99.9,-1
-8.02139,0,-5.86385,-25,0,1032,25,0,663
18.3882,0,4.6381,-25,0,62,25,0,173
7.49753,0,-6.4792,-25,0,163,25,0,234
14.9459,0,-2.33085,-25,0,1,-99.9,-99.9,-1
8.39485,0,8.52115,-25,0,308,25,0,482
13.4702,0,-4.4814,-99.9,-99.9,-1,-99.9,-99.9,-1
-11.022,0,-6.13962,-25,0,1,-99.9,-99.9,-1
-21.6789,0,1.15655,-25,0,584,25,0,213
12.0186,0,-7.88051,-25,0,1238,25,0,1651
20.5177,0,9.66887,-99.9,-99.9,-1,25,0,1
3.44296,0,-9.39135,-25,0,1191,25,0,1457
-20.6201,0,-0.767266,-25,0,299,25,0,73
-14.8128,0,-2.00633,-99.9,-99.9,-1,25,0,2
21.5874,0,0.415756,-99.9,-99.9,-1,25,0,2
-18.5575,0,2.65678,-25,0,329,25,0,90
-11.5858,0,0.0569186,-25,0,21,25,0,13
12.0624,0,6.91501,-25,0,163,25,0,110
-11.0225,0,3.81107,-25,0,153,25,0,99
-15.5859,0,7.55549,-25,0,80,25,0,37
7.55855,0,-7.81346,-25,0,1,25,0,1
-11.7779,0,2.16653,-25,0,2,-99.9,-99.9,-1
7.18027,0,-8.36025,-99.9,-99.9,-1,-99.9,-99.9,-1
6.54444,0,8.81711,-25,0,1,25,0,1
6.54977,0,-7.13827,-25,0,1,25,0,4
19.3955,0,3.38872,-99.9,-99.9,-1,25,0,1
-11.7683,0,-3.68623,-99.9,-99.9,-1,-99.9,-99.9,-1
4.38502,0,-8.32225,-25,0,1549,25,0,1284
5.70044,0,-9.08244,-25,0,98,25,0,141
-2.86211,0,-1.34989,-99.9,-99.9,-1,-99.9,-99.9,-1
-12.3495,0,6.72139,-25,0,74,25,0,49
13.2169,0,-1.27254,-25,0,310,25,0,662
-5.39803,0,-5.52623,-25,0,12,25,0,13
-10.7914,0,5.3503,-25,0,189,25,0,128
16.7816,0,7.0762,-25,0,495,25,0,770
-11.7599,0,-3.98934,-25,0,274,25,0,177
2.68383,0,0.406477,-25,0,1462,25,0,1861
17.3943,0,-4.67736,-25,0,139,25,0,450
3.20505,0,-1.69968,-25,0,184,25,0,212
8.33711,0,-3.4944,-25,0,62,25,0,86
14.3619,0,-3.56448,-25,0,1580,25,0,2218
-11.0184,0,-8.75946,-25,0,7,25,0,2
3.27166,0,3.96097,-25,0,109,25,0,85
18.3512,0,9.0297,-25,0,1,25,0,6
14.6833,0,0.962334,-25,0,131,25,0,261
-5.88157,0,6.33889,-99.9,-99.9,-1,-99.9,-99.9,-1
-19.8517,0,2.13962,-99.9,-99.9,-1,25,0,1
0.783949,0,2.96746,-99.9,-99.9,-1,-99.9,-99.9,-1
20.2953,0,-4.25019,-25,0,17,25,0,79
-15.4468,0,-1.15414,-25,0,2355,25,0,711
4.86532,0,1.39681,-25,0,2,25,0,1
-8.62987,0,-3.3702,-25,0,40,25,0,43
-15.2034,0,-8.45599,-25,0,425,25,0,205
-8.02216,0,2.7735,-99.9,-99.9,-1,-99.9,-99.9,-1
14.0662,0,-7.38572,-99.9,-99.9,-1,25,0,1
5.04196,0,-6.00449,-25,0,575,25,0,620
-7.76471,0,6.72782,-25,0,13,25,0,14
-17.0304,0,-0.420484,-99.9,-99.9,-1,25,0,1
0.788985,0,8.93983,-25,0,12,25,0,12
0.552465,0,-9.7915,-25,0,627,25,0,773
18.5454,0,-8.71533,-25,0,231,25,0,526
12.3674,0,-8.80825,-25,0,92,25,0,189
-8.61422,0,-2.95633,-25,0,44,25,0,27
18.4526,0,-7.28412,-25,0,68,25,0,172
-18.0241,0,2.96552,-99.9,-99.9,-1,-99.9,-99.9,-1
-11.9525,0,-3.04702,-25,0,45,25,0,15
10.0706,0,-8.74629,-25,0,64,25,0,107
-0.569152,0,2.54017,-99.9,-99.9,-1,25,0,11
-5.59892,0,-3.11,-25,0,3,25,0,2
-2.56895,0,1.79827,-99.9,-99.9,-1,25,0,5
3.72175,0,5.47264,-25,0,70,25,0,101
-15.6289,0,1.964,-25,0,1,25,0,2
-1.17166,0,-4.53611,-25,0,274,25,0,260
-7.75457,0,2.1823,-99.9,-99.9,-1,-99.9,-99.9,-1
-13.5067,0,2.32675,-25,0,1,-99.9,-99.9,-1
-10.0841,0,-7.44636,-25,0,745,25,0,751
7.12433,0,-6.63941,-99.9,-99.9,-1,25,0,1
-2.19385,0,-9.9087,-99.9,-99.9,-1,-99.9,-99.9,-1
19.5416,0,-2.78911,-25,0,141,25,0,465
4.55432,0,-3.54226,-25,0,194,25,0,240
19.2881,0,2.35367,-99.9,-99.9,-1,25,0,1
6.39666,0,-1.0858,-99.9,-99.9,-1,-99.9,-99.9,-1
20.831,0,-9.26038,-25,0,212,25,0,1055
-1.63175,0,-2.6736,-25,0,276,25,0,222
9.36162,0,-3.81031,-25,0,21,25,0,21
-2.03389,0,6.0635,-25,0,34,25,0,36
7.85239,0,1.51413,-25,0,339,25,0,467
13.943,0,-8.52237,-25,0,628,25,0,825
14.9865,0,-8.91727,-25,0,65,25,0,147
7.63389,0,9.59794,-25,0,9,25,0,9
8.77927,0,4.48721,-25,0,28,25,0,42
17.3221,0,9.66872,-25,0,1,-99.9,-99.9,-1
12.6735,0,-4.40346,-99.9,-99.9,-1,-99.9,-99.9,-1
-12.3484,0,0.503505,-25,0,38,25,0,11
-1.95759,0,9.18948,-99.9,-99.9,-1,-99.9,-99.9,-1
3.04466,0,7.9837,-99.9,-99.9,-1,25,0,2
-0.0073416,0,-5.5528,-25,0,847,25,0,812
-12.8114,0,6.32122,-25,0,511,25,0,284
-4.7476,0,-3.7698,-25,0,735,25,0,757
-9.34175,0,2.06208,-25,0,3,25,0,2
-3.59934,0,-4.726,-25,0,1,25,0,1
2.90814,0,5.36628,-25,0,77,25,0,80
-8.80617,0,4.78036,-25,0,20,25,0,17
-3.80091,0,1.41499,-99.9,-99.9,-1,-99.9,-99.9,-1
19.8161,0,1.3302,-25,0,46,25,0,190
-1.54786,0,-4.25088,-25,0,672,25,0,631
15.647,0,0.640195,-25,0,247,25,0,512
6.13947,0,-7.32374,-25,0,383,25,0,568
17.458,0,-4.02248,-25,0,225,25,0,1302
-21.5805,0,5.26163,-99.9,-99.9,-1,-99.9,-99.9,-1
-2.76329,0,-2.69484,-99.9,-99.9,-1,-99.9,-99.9,-1
-6.34943,0,-9.577,-25,0,321,25,0,255
-18.2825,0,1.78948,-25,0,591,25,0,170
-19.7704,0,1.98155,-25,0,48,25,0,9
-20.3802,0,6.61176,-25,0,301,25,0,74
-15.8049,0,-6.24381,-25,0,33,25,0,23
-10.6313,0,-8.62903,-25,0,675,25,0,654
18.5792,0,-1.60498,-25,0,310,25,0,1053
10.1694,0,6.47177,-25,0,241,25,0,313
-6.30511,0,7.195,-25,0,179,25,0,144
-8.07071,0,-2.97226,-25,0,98,25,0,71
21.7704,0,7.14935,-25,0,192,25,0,1426
17.2574,0,2.53182,-25,0,84,25,0,216
10.9008,0,0.698111,-25,0,356,25,0,506
12.389,0,5.47185,-25,0,157,25,0,287
-11.6129,0,-4.36337,-25,0,801,25,0,403
14.9179,0,4.22117,-25,0,382,25,0,692
-8.77246,0,-0.982053,-25,0,6,25,0,4
3.86584,0,3.06906,-25,0,178,25,0,206
-6.78939,0,-0.357233,-25,0,70,25,0,47
11.2624,0,-5.21635,-25,0,642,25,0,909
17.072,0,-7.60699,-25,0,206,25,0,546
0.189905,0,-1.1953,-25,0,52,25,0,53
21.9724,0,-5.89211,-99.9,-99.9,-1,25,0,1
-3.05415,0,6.91638,-25,0,370,25,0,291
-3.76786,0,-7.48761,-25,0,564,25,0,481
-9.70145,0,6.11258,-25,0,48,25,0,41
-20.3044,0,-1.66334,-99.9,-99.9,-1,-99.9,-99.9,-1
1.19774,0,-9.22799,-99.9,-99.9,-1,25,0,1
2.54152,0,-1.54267,-99.9,-99.9,-1,-99.9,-99.9,-1
14.5477,0,-9.43239,-25,0,200,25,0,425
12.8099,0,-0.832817,-99.9,-99.9,-1,25,0,1
8.47054,0,-1.90625,-25,0,274,25,0,385
8.24544,0,0.799636,-25,0,208,25,0,270
21.6493,0,4.55377,-25,0,42,25,0,173
-2.2525,0,3.43848,-99.9,-99.9,-1,25,0,1
11.1541,0,5.98093,-25,0,54,25,0,60
-20.9003,0,4.58048,-25,0,101,25,0,21
4.36355,0,9.02992,-25,0,348,25,0,410
5.11959,0,-5.74905,-25,0,4,25,0,6
-5.85946,0,2.86389,-25,0,154,25,0,64
-16.0822,0,7.94775,-25,0,1,-99.9,-99.9,-1
8.29102,0,5.15086,-25,0,57,25,0,90
13.8369,0,4.66708,-99.9,-99.9,-1,25,0,1
-8.09902,0,5.05549,-99.9,-99.9,-1,-99.9,-99.9,-1
18.275,0,6.14078,-25,0,38,25,0,125
-6.66764,0,-3.97484,-25,0,1214,25,0,780
-17.5536,0,3.99558,-25,0,1,-99.9,-99.9,-1
-3.5105,0,4.94836,-25,0,504,25,0,397
4.81461,0,9.31345,-25,0,165,25,0,197
-3.88278,0,0.766127,-25,0,4,25,0,9
0.855803,0,5.39679,-99.9,-99.9,-1,-99.9,-99.9,-1
3.48291,0,7.92476,-25,0,11,25,0,11
2.92965,0,2.81096,-25,0,17,25,0,10
0.379115,0,6.28039,-25,0,2,-99.9,-99.9,-1
-14.2541,0,1.50461,-99.9,-99.9,-1,25,0,1
-3.2387,0,9.73803,-99.9,-99.9,-1,-99.9,-99.9,-1
-10.0332,0,-7.47274,-25,0,125,25,0,74
-12.8469,0,5.58601,-25,0,16,25,0,17
-18.5409,0,6.94325,-25,0,528,25,0,233
-19.3264,0,-1.64448,-25,0,31,25,0,13
-20.3053,0,-7.19704,-25,0,69,25,0,21
-15.9855,0,-2.04244,-99.9,-99.9,-1,-99.9,-99.9,-1
21.7626,0,-0.608568,-25,0,295,25,0,1011
-12.9937,0,-7.1908,-25,0,35,25,0,13
-0.519655,0,4.26684,-25,0,331,25,0,402
3.91504,0,0.284638,-25,0,384,25,0,450
-11.472,0,2.13874,-99.9,-99.9,-1,-99.9,-99.9,-1
7.1753,0,-6.50211,-25,0,34,25,0,40
-3.65199,0,-7.49219,-99.9,-99.9,-1,-99.9,-99.9,-1
-20.5298,0,-4.66533,-25,0,11,25,0,1
16.7916,0,-8.41197,-25,0,14,25,0,33
21.2317,0,-7.1819,-25,0,113,25,0,322
8.0057,0,-3.31025,-25,0,104,25,0,187
-13.5742,0,-0.568552,-25,0,1,25,0,1
-8.42672,0,-9.31918,-25,0,844,25,0,467
11.7241,0,-4.73192,-25,0,551,25,0,646
15.4044,0,-3.45679,-25,0,64,25,0,151
-15.0865,0,-4.55702,-25,0,295,25,0,135
17.0326,0,-4.83642,-25,0,9,25,0,28
-16.2212,0,-5.76806,-25,0,1030,25,0,564
-0.203274,0,7.82282,-25,0,366,25,0,405
3.54351,0,9.46101,-25,0,63,25,0,79
9.57288,0,-4.34614,-25,0,235,25,0,441
-14.2829,0,2.2717,-99.9,-99.9,-1,-99.9,-99.9,-1
-2.47568,0,-6.17309,-25,0,46,25,0,37
-0.786138,0,9.13648,-99.9,-99.9,-1,-99.9,-99.9,-1
-7.24578,0,9.84084,-25,0,76,25,0,47
-3.67659,0,7.98529,-99.9,-99.9,-1,-99.9,-99.9,-1
-9.01437,0,-9.28255,-25,0,798,25,0,492
15.1266,0,-0.83879,-25,0,14,25,0,15
11.0674,0,-3.02845,-25,0,272,25,0,386
8.6418,0,1.26913,-25,0,587,25,0,745
10.8146,0,-7.81024,-99.9,-99.9,-1,-99.9,-99.9,-1
-12.5603,0,1.02527,-25,0,150,25,0,103
-0.172686,0,0.854192,-25,0,165,25,0,127
10.1822,0,-6.93256,-99.9,-99.9,-1,25,0,4
12.941,0,-6.54665,-25,0,23,25,0,77
17.6463,0,-2.04399,-25,0,669,25,0,2395
-12.9748,0,-1.63462,-25,0,12,25,0,5
11.2038,0,2.84502,-25,0,369,25,0,632
-4.48306,0,-4.85517,-99.9,-99.9,-1,-99.9,-99.9,-1
-17.2837,0,1.78091,-99.9,-99.9,-1,-99.9,-99.9,-1
-7.31786,0,4.03987,-25,0,1,-99.9,-99.9,-1
-7.83595,0,0.661537,-25,0,145,25,0,112
14.7358,0,5.55757,-25,0,142,25,0,236
-10.1709,0,5.91422,-25,0,242,25,0,148
16.6526,0,1.78729,-25,0,281,25,0,762
6.11566,0,-2.07785,-25,0,456,25,0,539
5.76057,0,6.24542,-25,0,1,-99.9,-99.9,-1
-12.4121,0,5.56737,-25,0,92,25,0,59
17.1868,0,-7.26427,-25,0,1,-99.9,-99.9,-1
-9.64691,0,-7.36851,-25,0,1216,25,0,753
10.9018,0,0.101688,-25,0,632,25,0,716
-5.30471,0,3.00388,-25,0,1270,25,0,839
15.2989,0,0.764309,-25,0,23,25,0,58
14.1775,0,-0.406028,-25,0,55,25,0,100
-12.2552,0,-6.01286,-99.9,-99.9,-1,-99.9,-99.9,-1
-15.4041,0,-9.91697,-99.9,-99.9,-1,25,0,1
16.7109,0,0.686772,-99.9,-99.9,-1,-99.9,-99.9,-1
17.2996,0,-2.53569,-99.9,-99.9,-1,25,0,1
-2.20265,0,-2.56563,-25,0,2,-99.9,-99.9,-1
14.0708,0,2.33259,-25,0,60,25,0,98
16.8351,0,-5.24047,-25,0,309,25,0,1054
12.6584,0,-5.64175,-25,0,1,25,0,2
20.2725,0,-0.0416816,-25,0,8,25,0,26
-5.09336,0,3.88426,-25,0,109,25,0,76
21.7416,0,8.99832,-25,0,78,25,0,525
5.99336,0,3.05623,-25,0,326,25,0,512
-4.44652,0,-8.44886,-99.9,-99.9,-1,25,0,2
-17.2377,0,-1.04361,-25,0,282,25,0,119
18.7183,0,3.09604,-99.9,-99.9,-1,-99.9,-99.9,-1
-11.8479,0,-6.73671,-99.9,-99.9,-1,25,0,1
13.8728,0,0.501905,-25,0,236,25,0,414
4.00529,0,7.65377,-99.9,-99.9,-1,-99.9,-99.9,-1
20.1915,0,0.603847,-25,0,14,25,0,52
12.4749,0,-7.89835,-25,0,347,25,0,604
-15.4304,0,-2.61867,-25,0,1,25,0,2
-18.8795,0,-2.06573,-25,0,1435,25,0,342
-16.8423,0,9.50404,-25,0,41,25,0,16
-12.0691,0,3.22929,-99.9,-99.9,-1,-99.9,-99.9,-1
2.25792,0,-6.1837,-25,0,428,25,0,476
12.5632,0,-1.75498,-25,0,608,25,0,1020
7.79455,0,-7.65628,-25,0,23,25,0,43
12.4105,0,9.73192,-25,0,4,25,0,3
9.38969,0,8.84947,-99.9,-99.9,-1,-99.9,-99.9,-1
14.5857,0,8.07426,-25,0,58,25,0,100
-19.7534,0,-4.42723,-99.9,-99.9,-1,-99.9,-99.9,-1
-15.9966,0,-8.10004,-25,0,1,25,0,1
8.87887,0,-5.14275,-25,0,35,25,0,51
-0.78514,0,-8.86264,-99.9,-99.9,-1,-99.9,-99.9,-1
-16.8622,0,5.84807,-25,0,595,25,0,301
-7.4303,0,0.331291,-25,0,15,25,0,3
12.8646,0,-6.62954,-25,0,5,25,0,8
-11.8206,0,-6.74091,-25,0,2957,25,0,770
20.006,0,-9.19661,-25,0,70,25,0,198
19.4022,0,-4.68123,-99.9,-99.9,-1,-99.9,-99.9,-1
-2.25839,0,8.14685,-25,0,2,25,0,2
-18.1679,0,-1.22747,-25,0,2,-99.9,-99.9,-1
-4.08291,0,-2.04564,-25,0,1,-99.9,-99.9,-1
7.77555,0,2.8403,-25,0,22,25,0,36
-19.629,0,-1.39092,-25,0,15,25,0,3
13.7368,0,9.97941,-99.9,-99.9,-1,25,0,1
3.16721,0,-9.94065,-25,0,1251,25,0,761
-11.7319,0,-6.54416,-25,0,595,25,0,331
20.3138,0,-6.51933,-25,0,58,25,0,161
-14.8154,0,-7.02586,-25,0,2,-99.9,-99.9,-1
-10.8001,0,5.14005,-99.9,-99.9,-1,-99.9,-99.9,-1
11.9147,0,-2.09994,-99.9,-99.9,-1,25,0,1
6.40036,0,-7.06565,-25,0,850,25,0,991
9.28679,0,5.74853,-25,0,9,25,0,16
21.2701,0,1.87374,-25,0,100,25,0,450
-20.4632,0,5.84459,-25,0,576,25,0,178
5.72555,0,-8.71277,-25,0,362,25,0,433
19.4831,0,-4.82893,-25,0,2,25,0,4
13.7769,0,7.45744,-25,0,5,25,0,14
13.2647,0,-6.93141,-25,0,545,25,0,1310
16.2168,0,5.16612,-25,0,175,25,0,289
-15.6691,0,4.18384,-25,0,1058,25,0,669
19.5204,0,-5.85046,-25,0,1,-99.9,-99.9,-1
-11.7889,0,-1.81894,-25,0,529,25,0,363
-5.10127,0,9.23586,-99.9,-99.9,-1,-99.9,-99.9,-1
11.2879,0,-3.36465,-99.9,-99.9,-1,-99.9,-99.9,-1
-14.9503,0,-1.96468,-25,0,264,25,0,99
-15.2928,0,-5.16619,-25,0,51,25,0,24
-18.9704,0,-7.18039,-99.9,-99.9,-1,-99.9,-99.9,-1
21.9756,0,4.63751,-99.9,-99.9,-1,25,0,3
16.4823,0,-6.70948,-99.9,-99.9,-1,-99.9,-99.9,-1
-8.08864,0,-4.12189,-99.9,-99.9,-1,-99.9,-99.9,-1
-5.0112,0,4.70122,-99.9,-99.9,-1,-99.9,-99.9,-1
-6.84267,0,3.66429,-25,0,16,25,0,9
1.03582,0,-1.63256,-99.9,-99.9,-1,-99.9,-99.9,-1
2.63196,0,-6.01411,-25,0,224,25,0,243
15.6896,0,-3.06442,-99.9,-99.9,-1,25,0,1
-2.3061,0,-4.96656,-25,0,2942,25,0,958
4.48565,0,-3.96515,-25,0,1078,25,0,872
20.41,0,-3.35182,-99.9,-99.9,-1,-99.9,-99.9,-1
13.9169,0,2.14238,-25,0,256,25,0,450
-15.1399,0,-4.4297,-99.9,-99.9,-1,-99.9,-99.9,-1
15.9571,0,4.10398,-25,0,3,25,0,3
15.9313,0,8.8401,-25,0,4,25,0,6
2.91392,0,1.6398,-99.9,-99.9,-1,-99.9,-99.9,-1
14.3914,0,7.2244,-99.9,-99.9,-1,25,0,1
11.4741,0,-5.93848,-25,0,1,25,0,1
19.4254,0,7.94443,-25,0,351,25,0,1756
-13.975,0,6.18476,-25,0,2,-99.9,-99.9,-1
8.80537,0,0.555401,-25,0,13,25,0,28
5.86804,0,6.70882,-25,0,227,25,0,263
-17.1769,0,-6.11051,-25,0,24,25,0,17
-11.3638,0,4.42056,-25,0,644,25,0,513
20.5502,0,7.77284,-99.9,-99.9,-1,-99.9,-99.9,-1
0.248021,0,-3.69498,-25,0,221,25,0,244
18.5648,0,-3.39291,-99.9,-99.9,-1,-99.9,-99.9,-1
-18.4492,0,-0.728958,-25,0,791,25,0,233
-21.7057,0,-9.08966,-25,0,110,25,0,49
0.00929302,0,0.512742,-25,0,413,25,0,432
-9.8459,0,3.25936,-99.9,-99.9,-1,25,0,3
20.7623,0,2.18542,-25,0,97,25,0,612
16.6659,0,-4.72371,-25,0,1032,25,0,1480
-9.62573,0,8.72021,-25,0,20,25,0,12
-3.84819,0,-5.71281,-25,0,1,-99.9,-99.9,-1
3.47475,0,9.53968,-25,0,18,25,0,21
14.2222,0,6.97252,-25,0,26,25,0,54
14.5733,0,-7.82994,-99.9,-99.9,-1,25,0,1
11.7616,0,-2.71919,-25,0,88,25,0,157
11.6232,0,7.34857,-25,0,128,25,0,204
21.9018,0,-3.11467,-25,0,130,25,0,616
-7.61962,0,6.62933,-25,0,129,25,0,116
-4.43361,0,5.2001,-99.9,-99.9,-1,-99.9,-99.9,-1
10.0015,0,9.81188,-25,0,36,25,0,76
-12.9953,0,0.3698,-25,0,254,25,0,130
10.2385,0,7.71694,-25,0,63,25,0,81
-10.0258,0,7.3074,-25,0,225,25,0,136
-15.1061,0,7.53503,-25,0,1,-99.9,-99.9,-1
-9.79456,0,9.88308,-25,0,68,25,0,45
-0.0120151,0,-6.31073,-99.9,-99.9,-1,25,0,1
7.03283,0,-8.0099,-25,0,199,25,0,280
2.15467,0,-7.8175,-99.9,-99.9,-1,-99.9,-99.9,-1
20.6762,0,-7.50197,-25,0,166,25,0,852
11.0308,0,9.19017,-25,0,168,25,0,259
-11.3351,0,-1.58358,-25,0,60,25,0,35
-1.94635,0,8.19959,-25,0,156,25,0,121
-14.6959,0,9.90204,-25,0,2,-99.9,-99.9,-1
-13.2365,0,-3.44168,-25,0,303,25,0,163
5.20053,0,-7.26934,-99.9,-99.9,-1,-99.9,-99.9,-1
-11.888,0,-1.99142,-25,0,1523,25,0,818
-3.34132,0,2.04654,-99.9,-99.9,-1,25,0,1
3.23984,0,8.89125,-99.9,-99.9,-1,25,0,1
17.7247,0,-8.71433,-99.9,-99.9,-1,-99.9,-99.9,-1
-1.78678,0,8.80141,-25,0,100,25,0,100
3.91672,0,-0.882696,-99.9,-99.9,-1,-99.9,-99.9,-1
20.7698,0,9.58604,-99.9,-99.9,-1,-99.9,-99.9,-1
-16.6128,0,5.67718,-25,0,1,25,0,1
12.6758,0,3.61918,-25,0,81,25,0,151
1.15662,0,4.25771,-25,0,166,25,0,194
1.7518,0,-1.40694,-25,0,31,25,0,41
8.55232,0,6.71653,-25,0,3,-99.9,-99.9,-1
-21.7501,0,5.82511,-25,0,3,-99.9,-99.9,-1
-14.0967,0,6.13744,-25,0,2,25,0,2
-2.50091,0,-5.13602,-25,0,1243,25,0,1295
4.89793,0,0.776306,-25,0,273,25,0,330
-18.7152,0,6.40679,-25,0,1,25,0,1
21.4351,0,-2.94644,-99.9,-99.9,-1,-99.9,-99.9,-1
9.33552,0,5.06148,-99.9,-99.9,-1,-99.9,-99.9,-1
3.83496,0,-6.57565,-99.9,-99.9,-1,-99.9,-99.9,-1
-1.01028,0,-2.71767,-99.9,-99.9,-1,25,0,1
-4.82806,0,-1.66743,-25,0,464,25,0,432
12.7384,0,1.08801,-25,0,407,25,0,692
-3.41451,0,4.60331,-99.9,-99.9,-1,-99.9,-99.9,-1
