vx,vy,vz,xpos0,ypos0,photons0,xpos1,ypos1,photons1
3.42833,0,-5.7053,-25,0,96,25,0,117
-16.7289,0,-5.79293,-99.9,-99.9,-1,25,0,1
4.64812,0,0.279816,-25,0,400,25,0,534
-9.14635,0,9.29552,-99.9,-99.9,-1,-99.9,-99.9,-1
0.454759,0,-5.09488,-99.9,-99.9,-1,-99.9,-99.9,-1
4.50358,0,-6.67725,-99.9,-99.9,-1,-99.9,-99.9,-1
17.2755,0,-5.28416,-25,0,664,25,0,1407
-6.87876,0,2.52018,-25,0,145,25,0,83
-10.4489,0,-3.80492,-99.9,-99.9,-1,-99.9,-99.9,-1
-9.40811,0,-2.6356,-25,0,283,25,0,204
-21.5919,0,-7.06093,-99.9,-99.9,-1,-99.9,-99.9,-1
-8.45471,0,5.76653,-25,0,81,25,0,68
-5.35707,0,1.62221,-99.9,-99.9,-1,25,0,1
6.28088,0,6.23418,-25,0,24,25,0,42
-1.21743,0,7.94963,-99.9,-99.9,-1,-99.9,-99.9,-1
-20.0841,0,-1.67571,-25,0,2934,25,0,734
-17.1833,0,0.919118,-25,0,69,25,0,20
13.9388,0,5.72096,-25,0,185,25,0,282
-1.55937,0,-3.19994,-25,0,25,25,0,32
1.85945,0,9.72888,-99.9,-99.9,-1,-99.9,-99.9,-1
-1.1403,0,2.55248,-25,0,18,25,0,13
0.277274,0,-4.22179,-25,0,232,25,0,186
-8.11567,0,-9.66101,-25,0,1261,25,0,612
-8.47852,0,6.44371,-25,0,1,-99.9,-99.9,-1
14.3111,0,6.88508,-25,0,29,25,0,38
-9.28402,0,2.0414,-25,0,37,25,0,21
11.0283,0,-0.964992,-25,0,1,-99.9,-99.9,-1
-11.2654,0,-6.77792,-25,0,1,-99.9,-99.9,-1
21.8718,0,3.34302,-25,0,182,25,0,868
-17.6922,0,7.61796,-25,0,41,25,0,13
-2.74413,0,-8.68582,-25,0,1,-99.9,-99.9,-1
4.84921,0,-8.85728,-25,0,1319,25,0,988
-16.7341,0,7.02,-25,0,73,25,0,38
-12.7432,0,5.28505,-25,0,1,-99.9,-99.9,-1
8.4414,0,-7.59458,-25,0,15,25,0,7
12.9569,0,-8.26564,-25,0,136,25,0,255
2.92951,0,3.65603,-25,0,87,25,0,86
18.9368,0,1.59545,-99.9,-99.9,-1,-99.9,-99.9,-1
-12.3608,0,5.36225,-25,0,58,25,0,38
14.7738,0,-3.72584,-25,0,183,25,0,359
-20.2181,0,-4.5453,-25,0,262,25,0,83
13.8196,0,-7.99867,-25,0,1,25,0,1
7.5984,0,5.35408,-25,0,342,25,0,454
11.7343,0,-8.87485,-99.9,-99.9,-1,-99.9,-99.9,-1
8.09173,0,4.62845,-25,0,10,25,0,12
-12.9204,0,0.167941,-25,0,464,25,0,279
15.6607,0,2.19128,-25,0,203,25,0,390
-6.11823,0,9.05972,-99.9,-99.9,-1,-99.9,-99.9,-1
21.0542,0,3.92722,-25,0,108,25,0,476
-16.5678,0,2.76677,-25,0,3,25,0,1
-13.7044,0,-4.73196,-25,0,456,25,0,225
-8.02236,0,2.28144,-25,0,451,25,0,354
-16.2422,0,-2.80143,-25,0,136,25,0,43
-5.39865,0,-9.2774,-25,0,346,25,0,244
12.6885,0,-2.45055,-25,0,174,25,0,259
-18.8067,0,1.61793,-25,0,1832,25,0,323
11.5284,0,-0.63678,-25,0,173,25,0,240
5.89691,0,-2.7834,-99.9,-99.9,-1,-99.9,-99.9,-1
-2.5318,0,1.29105,-25,0,1,25,0,1
0.358109,0,1.57325,-99.9,-99.9,-1,-99.9,-99.9,-1
20.0639,0,4.7035,-25,0,370,25,0,1063
-19.6053,0,-0.749873,-25,0,275,25,0,102
-20.5758,0,8.64736,-25,0,116,25,0,31
-15.3572,0,-9.0377,-25,0,431,25,0,263
-6.45073,0,5.56458,-25,0,196,25,0,123
5.55236,0,6.46793,-25,0,1,-99.9,-99.9,-1
5.51113,0,-3.36902,-25,0,1,25,0,20
9.84266,0,9.05339,-99.9,-99.9,-1,25,0,1
6.62461,0,-3.15387,-25,0,86,25,0,121
2.66484,0,-4.52351,-99.9,-99.9,-1,-99.9,-99.9,-1
-9.71687,0,2.39382,-25,0,299,25,0,167
-13.77,0,-9.06798,-25,0,869,25,0,331
-5.22689,0,9.08027,-99.9,-99.9,-1,-99.9,-99.9,-1
10.0395,0,9.68057,-99.9,-99.9,-1,25,0,1
0.393608,0,2.59313,-25,0,69,25,0,78
12.084,0,8.25552,-25,0,117,25,0,189
11.1568,0,-7.23034,-25,0,30,25,0,39
-0.41519,0,-1.4549,-99.9,-99.9,-1,25,0,1
16.2359,0,-1.36772,-99.9,-99.9,-1,-99.9,-99.9,-1
-18.955,0,5.52425,-25,0,444,25,0,149
-21.1588,0,-5.74038,-25,0,1028,25,0,255
-16.4976,0,-3.06975,-25,0,490,25,0,212
6.34318,0,4.06926,-25,0,9,25,0,27
-15.2359,0,-2.48336,-25,0,1002,25,0,549
-6.31874,0,3.47028,-99.9,-99.9,-1,-99.9,-99.9,-1
0.705586,0,-6.27875,-25,0,293,25,0,275
-12.5667,0,4.84117,-25,0,209,25,0,115
-7.07227,0,6.50606,-25,0,2,25,0,3
-0.599644,0,4.24233,-99.9,-99.9,-1,-99.9,-99.9,-1
-1.28503,0,-4.63649,-99.9,-99.9,-1,-99.9,-99.9,-1
-12.2048,0,-0.532816,-25,0,177,25,0,117
16.4102,0,-9.12524,-25,0,348,25,0,786
16.6887,0,-0.662797,-25,0,114,25,0,297
4.76481,0,0.504074,-25,0,103,25,0,139
-0.574305,0,6.61273,-25,0,168,25,0,162
-5.25889,0,5.65426,-25,0,1,-99.9,-99.9,-1
-7.25123,0,-9.56095,-99.9,-99.9,-1,-99.9,-99.9,-1
12.3356,0,4.6338,-99.9,-99.9,-1,-99.9,-99.9,-1
-9.34826,0,-3.80855,-99.9,-99.9,-1,-99.9,-99.9,-1
20.4313,0,-0.807223,-25,0,351,25,0,1067
15.8626,0,0.0276275,-25,0,291,25,0,614
-11.0372,0,1.37474,-25,0,467,25,0,265
-10.5999,0,-3.9755,-25,0,2,-99.9,-99.9,-1
-21.2452,0,-0.0184025,-25,0,136,25,0,52
-9.20829,0,9.43464,-25,0,1,-99.9,-99.9,-1
-7.27647,0,0.381657,-25,0,290,25,0,182
4.4739,0,2.88671,-25,0,1652,25,0,1402
-11.2246,0,-8.80706,-25,0,8,25,0,8
13.1612,0,-5.92326,-25,0,443,25,0,771
16.1723,0,2.77307,-25,0,61,25,0,132
12.1103,0,-0.730012,-25,0,188,25,0,328
-2.18218,0,-7.06084,-25,0,1,25,0,1
-13.4093,0,1.06843,-25,0,6,25,0,5
-7.14355,0,-7.57148,-99.9,-99.9,-1,-99.9,-99.9,-1
4.54213,0,-4.42798,-25,0,244,25,0,365
-5.93135,0,5.3875,-25,0,1,-99.9,-99.9,-1
4.32728,0,-8.45044,-25,0,282,25,0,323
-5.71332,0,-5.04413,-25,0,821,25,0,749
-16.4172,0,3.57916,-25,0,417,25,0,257
-16.7268,0,4.74802,-99.9,-99.9,-1,25,0,1
-6.87508,0,-1.1036,-99.9,-99.9,-1,-99.9,-99.9,-1
18.9474,0,-6.46319,-99.9,-99.9,-1,-99.9,-99.9,-1
-9.91532,0,-3.96706,-25,0,221,25,0,150
14.8898,0,-6.6853,-25,0,1081,25,0,2042
13.7689,0,4.45064,-99.9,-99.9,-1,25,0,1
-14.7688,0,0.472244,-25,0,580,25,0,290
-1.39904,0,2.32505,-25,0,70,25,0,70
-6.36277,0,7.43964,-99.9,-99.9,-1,-99.9,-99.9,-1
13.7408,0,-0.685305,-25,0,1000,25,0,1206
14.4089,0,-5.62551,-25,0,234,25,0,452
-2.02996,0,-8.08692,-25,0,634,25,0,664
2.91968,0,5.292,-25,0,177,25,0,202
-12.2869,0,-9.07543,-25,0,20,25,0,11
20.3234,0,-6.60584,-25,0,1381,25,0,3128
-20.9473,0,-8.42707,-25,0,3,25,0,1
-8.41462,0,-4.88663,-25,0,703,25,0,416
-11.9274,0,1.99601,-99.9,-99.9,-1,25,0,1
8.16276,0,1.9137,-99.9,-99.9,-1,-99.9,-99.9,-1
16.8906,0,-9.6763,-99.9,-99.9,-1,25,0,3
2.17221,0,-9.76865,-25,0,6,25,0,1
11.6814,0,5.19078,-25,0,120,25,0,245
-4.4163,0,-6.70439,-99.9,-99.9,-1,-99.9,-99.9,-1
-12.9248,0,5.9682,-25,0,23,25,0,11
-7.32575,0,6.77605,-25,0,718,25,0,450
19.2261,0,-1.72786,-25,0,145,25,0,338
-12.5678,0,-0.107859,-25,0,1148,25,0,772
16.897,0,3.07838,-25,0,147,25,0,347
-1.05422,0,-1.56008,-25,0,3,25,0,2
8.58399,0,8.31648,-25,0,1,25,0,1
-12.0908,0,-5.23508,-99.9,-99.9,-1,25,0,1
-6.09214,0,4.81994,-25,0,1,-99.9,-99.9,-1
17.4951,0,8.54575,-99.9,-99.9,-1,-99.9,-99.9,-1
-12.3306,0,-6.17134,-25,0,395,25,0,179
-1.61775,0,-9.21987,-25,0,268,25,0,250
-11.6043,0,8.81728,-25,0,60,25,0,43
-13.8654,0,2.61521,-25,0,241,25,0,110
-11.4681,0,-5.15979,-99.9,-99.9,-1,-99.9,-99.9,-1
17.2417,0,-1.51435,-25,0,111,25,0,308
17.1307,0,2.4934,-25,0,29,25,0,40
5.25678,0,-2.48827,-25,0,161,25,0,219
-7.83118,0,-0.87706,-25,0,1044,25,0,617
19.7608,0,-8.00615,-99.9,-99.9,-1,25,0,1
-21.8748,0,2.65601,-99.9,-99.9,-1,-99.9,-99.9,-1
3.66507,0,1.91522,-99.9,-99.9,-1,-99.9,-99.9,-1
-9.44732,0,4.57841,-25,0,2,25,0,3
17.6224,0,-1.52652,-25,0,137,25,0,398
-1.86281,0,-1.34437,-25,0,150,25,0,122
-21.8876,0,9.60386,-25,0,3,25,0,1
14.1529,0,3.74307,-25,0,77,25,0,119
-5.46475,0,6.14981,-99.9,-99.9,-1,-99.9,-99.9,-1
3.80679,0,0.431568,-99.9,-99.9,-1,25,0,2
-17.5091,0,5.8104,-99.9,-99.9,-1,25,0,1
10.1332,0,0.207616,-25,0,52,25,0,96
6.12226,0,-7.00937,-99.9,-99.9,-1,25,0,1
-6.41788,0,-3.52658,-25,0,382,25,0,246
14.8014,0,3.61344,-25,0,1,-99.9,-99.9,-1
19.9257,0,-8.79317,-25,0,38,25,0,96
21.5725,0,3.50204,-25,0,144,25,0,463
8.5266,0,-3.86402,-25,0,145,25,0,225
-18.4044,0,-4.90462,-25,0,22,25,0,9
19.7142,0,8.53428,-25,0,10,25,0,27
12.8822,0,4.0022,-25,0,2,25,0,12
-15.817,0,-1.02631,-25,0,1287,25,0,750
21.0452,0,-2.4734,-25,0,4,25,0,8
3.15595,0,0.190695,-25,0,8,25,0,1
12.7028,0,-8.51207,-25,0,1,25,0,1
-8.75446,0,3.31904,-25,0,286,25,0,189
-6.89298,0,4.37975,-99.9,-99.9,-1,-99.9,-99.9,-1
-17.3394,0,7.72959,-25,0,5,25,0,1
16.1805,0,3.42583,-99.9,-99.9,-1,-99.9,-99.9,-1
-15.7873,0,-6.2248,-25,0,141,25,0,47
-13.4065,0,-3.97642,-25,0,1,25,0,1
-1.14546,0,-4.26165,-25,0,597,25,0,536
-1.64919,0,1.2432,-99.9,-99.9,-1,-99.9,-99.9,-1
-4.582,0,-7.06922,-25,0,22,25,0,22
-6.52085,0,-7.71703,-25,0,3046,25,0,1698
2.88239,0,-9.74371,-25,0,1,-99.9,-99.9,-1
14.5918,0,6.22465,-25,0,46,25,0,109
-14.8785,0,5.24596,-25,0,1,25,0,2
6.10073,0,-7.66128,-25,0,1,25,0,1
5.34978,0,-3.72164,-25,0,744,25,0,1015
-7.20554,0,6.57293,-25,0,513,25,0,457
6.06024,0,-0.578494,-25,0,3,25,0,2
-15.4518,0,6.60364,-99.9,-99.9,-1,-99.9,-99.9,-1
-15.1885,0,4.22977,-99.9,-99.9,-1,-99.9,-99.9,-1
-15.0118,0,5.13516,-25,0,5,25,0,1
-19.5765,0,-4.88913,-25,0,144,25,0,60
-0.447774,0,3.49509,-25,0,598,25,0,754
5.23624,0,-1.41245,-25,0,342,25,0,401
2.29728,0,4.99694,-25,0,1,25,0,1
3.33866,0,0.00399413,-25,0,2,-99.9,-99.9,-1
-19.0628,0,7.27553,-99.9,-99.9,-1,25,0,2
-18.3127,0,-7.92002,-25,0,1284,25,0,446
-16.5846,0,-7.63291,-25,0,101,25,0,36
7.49586,0,-0.405557,-25,0,370,25,0,501
-17.9491,0,7.05712,-25,0,260,25,0,112
-6.76409,0,4.88814,-25,0,65,25,0,39
15.952,0,6.98189,-99.9,-99.9,-1,-99.9,-99.9,-1
5.92931,0,-5.1766,-25,0,455,25,0,421
-6.05332,0,4.31992,-25,0,108,25,0,78
0.714414,0,-7.92506,-25,0,70,25,0,65
-6.33764,0,-9.29234,-25,0,412,25,0,291
-19.8056,0,-0.794075,-25,0,2,-99.9,-99.9,-1
-19.9279,0,-9.64372,-25,0,6,25,0,3
-13.0018,0,-6.36882,-25,0,13,25,0,5
21.6043,0,2.65632,-99.9,-99.9,-1,25,0,4
1.84452,0,-6.81979,-25,0,558,25,0,504
-20.7334,0,8.13737,-25,0,38,25,0,9
-14.0997,0,-7.66879,-25,0,5,25,0,4
14.4855,0,8.00227,-99.9,-99.9,-1,25,0,1
-16.2324,0,7.82608,-25,0,510,25,0,254
-20.4475,0,4.50178,-25,0,156,25,0,31
-18.3639,0,0.104608,-25,0,73,25,0,18
21.4299,0,-9.15195,-25,0,92,25,0,259
-16.7976,0,-0.205445,-25,0,1977,25,0,1065
3.70536,0,-9.00485,-25,0,96,25,0,77
17.6428,0,-6.5077,-25,0,465,25,0,1282
-17.3435,0,0.973083,-25,0,610,25,0,215
3.63359,0,2.28438,-99.9,-99.9,-1,-99.9,-99.9,-1
-1.28347,0,-7.41209,-25,0,350,25,0,312
-18.3218,0,-0.388392,-99.9,-99.9,-1,-99.9,-99.9,-1
-12.1605,0,1.1702,-99.9,-99.9,-1,-99.9,-99.9,-1
12.1317,0,1.93767,-99.9,-99.9,-1,25,0,2
-14.2268,0,5.25702,-25,0,251,25,0,166
5.08503,0,3.06338,-99.9,-99.9,-1,-99.9,-99.9,-1
-4.97293,0,-8.91914,-25,0,1475,25,0,1243
-12.3048,0,0.361773,-25,0,93,25,0,48
7.70022,0,1.67638,-25,0,688,25,0,807
-18.4641,0,0.0134822,-25,0,116,25,0,28
20.4349,0,-8.78342,-25,0,26,25,0,71
-17.28,0,3.2617,-25,0,31,25,0,10
-15.3596,0,-7.1029,-25,0,21,25,0,8
-5.0772,0,3.01493,-25,0,177,25,0,125
-2.64159,0,-3.6071,-25,0,483,25,0,423
-8.77995,0,-1.11429,-25,0,757,25,0,552
-5.17101,0,-3.56833,-25,0,1109,25,0,727
-3.35224,0,-4.90173,-25,0,1,-99.9,-99.9,-1
-20.0657,0,-5.37325,-25,0,2433,25,0,847
-0.207254,0,2.01185,-25,0,107,25,0,121
8.83762,0,9.9935,-25,0,90,25,0,123
18.4914,0,0.804291,-99.9,-99.9,-1,25,0,1
16.4388,0,-2.894,-25,0,1027,25,0,2268
-15.5822,0,0.747401,-25,0,1,-99.9,-99.9,-1
-6.8105,0,-6.46159,-25,0,362,25,0,234
-10.1743,0,-2.79409,-25,0,7,25,0,10
16.0198,0,6.61241,-99.9,-99.9,-1,-99.9,-99.9,-1
-20.561,0,-2.96148,-25,0,1,25,0,1
-7.82855,0,-1.21399,-99.9,-99.9,-1,-99.9,-99.9,-1
8.87201,0,-7.75566,-25,0,17,25,0,29
19.4282,0,3.56151,-99.9,-99.9,-1,-99.9,-99.9,-1
8.15163,0,3.39378,-99.9,-99.9,-1,-99.9,-99.9,-1
-9.37216,0,-7.44877,-99.9,-99.9,-1,-99.9,-99.9,-1
9.17218,0,-4.15887,-25,0,201,25,0,342
19.8367,0,-3.25244,-99.9,-99.9,-1,-99.9,-99.9,-1
20.366,0,2.08457,-25,0,49,25,0,184
-14.3463,0,-5.30749,-25,0,1,-99.9,-99.9,-1
18.0085,0,2.79055,-25,0,12,25,0,11
-7.71254,0,-8.78616,-25,0,1750,25,0,2079
-15.9447,0,9.59614,-99.9,-99.9,-1,-99.9,-99.9,-1
-13.9983,0,9.74382,-25,0,1,-99.9,-99.9,-1
-2.47687,0,2.8313,-25,0,53,25,0,63
10.9827,0,5.60232,-25,0,48,25,0,78
-11.497,0,2.45054,-99.9,-99.9,-1,25,0,2
0.604675,0,-8.20348,-25,0,1,25,0,1
-17.2037,0,4.44306,-99.9,-99.9,-1,25,0,1
-15.628,0,2.33355,-25,0,4,-99.9,-99.9,-1
8.82905,0,-3.82645,-99.9,-99.9,-1,25,0,1
6.07648,0,4.86421,-25,0,1,-99.9,-99.9,-1
12.4087,0,-8.60744,-25,0,187,25,0,253
7.70671,0,7.86745,-25,0,68,25,0,104
21.9279,0,1.20388,-25,0,130,25,0,893
6.9853,0,-0.116862,-25,0,333,25,0,456
0.881699,0,8.9922,-99.9,-99.9,-1,25,0,2
-14.3047,0,5.63145,-25,0,164,25,0,104
-19.5148,0,-4.30897,-99.9,-99.9,-1,-99.9,-99.9,-1
9.93784,0,-1.37183,-25,0,1083,25,0,1230
16.6583,0,-7.15243,-25,0,1,25,0,1
10.164,0,-1.04504,-25,0,105,25,0,169
0.54612,0,-7.92482,-99.9,-99.9,-1,-99.9,-99.9,-1
0.403356,0,9.31503,-25,0,8,25,0,7
2.2335,0,-0.59349,-99.9,-99.9,-1,25,0,1
-13.3737,0,-5.59858,-25,0,202,25,0,89
13.1914,0,6.02712,-99.9,-99.9,-1,-99.9,-99.9,-1
-19.5273,0,-5.02334,-25,0,2,-99.9,-99.9,-1
20.4646,0,7.43208,-99.9,-99.9,-1,25,0,1
-15.6492,0,9.57509,-25,0,12,25,0,5
10.3609,0,-2.12766,-25,0,596,25,0,862
9.66186,0,4.17021,-25,0,96,25,0,173
14.3922,0,-2.23812,-25,0,448,25,0,1080
-11.3254,0,2.17109,-25,0,37,25,0,20
-13.6878,0,1.24707,-25,0,281,25,0,150
-18.6865,0,7.26952,-25,0,158,25,0,61
-0.47811,0,1.11099,-25,0,1,-99.9,-99.9,-1
-19.1136,0,-2.99491,-99.9,-99.9,-1,-99.9,-99.9,-1
-1.29862,0,-0.185489,-25,0,540,25,0,470
11.645,0,6.62869,-99.9,-99.9,-1,25,0,2
19.8517,0,-2.75938,-99.9,-99.9,-1,-99.9,-99.9,-1
-16.3854,0,6.3042,-25,0,400,25,0,192
-0.486116,0,3.7395,-25,0,527,25,0,436
-20.0706,0,-5.76268,-25,0,478,25,0,177
-10.3807,0,-0.278909,-25,0,745,25,0,467
-17.3179,0,-8.07458,-99.9,-99.9,-1,-99.9,-99.9,-1
14.0241,0,3.98612,-25,0,588,25,0,857
-19.9598,0,-7.74331,-25,0,141,25,0,53
-3.36203,0,-6.38018,-99.9,-99.9,-1,25,0,1
20.6979,0,2.98502,-99.9,-99.9,-1,-99.9,-99.9,-1
-13.8641,0,-2.34239,-25,0,44,25,0,29
4.32219,0,-1.80724,-25,0,1,-99.9,-99.9,-1
-20.0662,0,6.71272,-25,0,1,25,0,1
21.216,0,-0.298142,-99.9,-99.9,-1,-99.9,-99.9,-1
5.64903,0,-7.56971,-25,0,231,25,0,274
8.65964,0,1.16553,-99.9,-99.9,-1,25,0,1
-7.59696,0,4.5266,-25,0,1,-99.9,-99.9,-1
19.2998,0,-8.94625,-99.9,-99.9,-1,-99.9,-99.9,-1
21.3112,0,4.3092,-25,0,61,25,0,342
20.9484,0,6.76873,-25,0,46,25,0,183
-11.1893,0,8.85567,-25,0,23,25,0,25
12.6461,0,-8.15265,-99.9,-99.9,-1,25,0,1
-5.7383,0,-5.93137,-25,0,429,25,0,334
5.34977,0,-6.79407,-25,0,1,25,0,4
-1.76285,0,-8.42245,-25,0,399,25,0,357
16.2871,0,1.13578,-25,0,75,25,0,209
17.2995,0,1.30345,-25,0,93,25,0,261
-0.447863,0,-9.40995,-25,0,1,-99.9,-99.9,-1
17.4577,0,-4.66627,-99.9,-99.9,-1,-99.9,-99.9,-1
0.598097,0,7.98025,-99.9,-99.9,-1,-99.9,-99.9,-1
14.8161,0,4.35916,-25,0,308,25,0,795
-18.7954,0,-5.35684,-25,0,1264,25,0,376
13.5067,0,2.86068,-25,0,67,25,0,138
-0.602309,0,4.75041,-25,0,93,25,0,90
13.4257,0,8.62741,-25,0,152,25,0,230
17.7236,0,4.05875,-25,0,1,25,0,1
-19.7801,0,-5.70016,-99.9,-99.9,-1,-99.9,-99.9,-1
-20.341,0,9.55846,-99.9,-99.9,-1,-99.9,-99.9,-1
9.98841,0,7.04261,-25,0,696,25,0,948
2.44868,0,0.0903873,-25,0,141,25,0,135
1.70068,0,9.83452,-25,0,76,25,0,84
21.5976,0,-5.5721,-25,0,153,25,0,486
-11.069,0,-8.03403,-25,0,1185,25,0,525
11.1213,0,1.33287,-25,0,6,25,0,6
-19.5298,0,1.26457,-25,0,2,-99.9,-99.9,-1
-13.5838,0,-7.60033,-99.9,-99.9,-1,-99.9,-99.9,-1
17.1658,0,-3.6733,-25,0,296,25,0,613
10.6011,0,9.76846,-99.9,-99.9,-1,-99.9,-99.9,-1
-15.9267,0,8.34504,-99.9,-99.9,-1,25,0,1
14.7042,0,7.36117,-25,0,90,25,0,145
11.5413,0,-5.21026,-99.9,-99.9,-1,-99.9,-99.9,-1
7.60863,0,9.20517,-99.9,-99.9,-1,-99.9,-99.9,-1
-19.8227,0,0.681942,-25,0,503,25,0,138
1.43037,0,-7.25573,-99.9,-99.9,-1,-99.9,-99.9,-1
-3.34499,0,-6.55273,-25,0,361,25,0,270
-15.2158,0,6.17664,-25,0,33,25,0,10
3.11911,0,-7.7519,-99.9,-99.9,-1,-99.9,-99.9,-1
14.4162,0,-3.9127,-25,0,350,25,0,1453
3.46478,0,9.59536,-25,0,42,25,0,46
14.9953,0,1.31146,-99.9,-99.9,-1,-99.9,-99.9,-1
13.4063,0,-1.19974,-25,0,410,25,0,2298
-10.3094,0,-8.02345,-25,0,309,25,0,188
-18.4528,0,-4.71454,-25,0,502,25,0,169
-1.86746,0,-7.69019,-25,0,2,25,0,1
-17.1614,0,-0.716844,-99.9,-99.9,-1,-99.9,-99.9,-1
-7.6705,0,-7.43801,-25,0,458,25,0,248
-15.923,0,-1.3514,-25,0,56,25,0,25
9.78516,0,9.93113,-25,0,25,25,0,57
10.9181,0,2.28285,-99.9,-99.9,-1,25,0,1
-9.6177,0,7.27496,-25,0,49,25,0,35
17.3032,0,7.08167,-25,0,55,25,0,100
11.8026,0,3.96125,-99.9,-99.9,-1,25,0,2
-11.775,0,0.0265127,-25,0,12,25,0,9
2.77029,0,1.48055,-25,0,70,25,0,75
-10.8639,0,-3.297,-99.9,-99.9,-1,-99.9,-99.9,-1
10.462,0,-0.326836,-25,0,488,25,0,817
-13.332,0,2.51159,-25,0,138,25,0,82
-5.81746,0,0.328203,-99.9,-99.9,-1,25,0,1
4.42621,0,-8.51933,-25,0,246,25,0,316
-1.21007,0,-2.29976,-25,0,220,25,0,224
2.4478,0,-7.1661,-25,0,14,25,0,17
7.89726,0,8.96496,-25,0,36,25,0,35
-20.0692,0,-6.71036,-25,0,688,25,0,178
5.89919,0,-5.49241,-25,0,741,25,0,1316
-21.211,0,3.81945,-25,0,4,25,0,1
8.90011,0,-7.73408,-25,0,368,25,0,693
-4.65412,0,-9.16284,-25,0,1303,25,0,950
13.4968,0,5.01822,-25,0,52,25,0,70
-21.7748,0,-4.94562,-99.9,-99.9,-1,-99.9,-99.9,-1
7.74213,0,-2.49764,-25,0,892,25,0,895
2.9291,0,-9.17061,-99.9,-99.9,-1,-99.9,-99.9,-1
21.0952,0,-5.21467,-25,0,588,25,0,1579
-13.769,0,7.57734,-25,0,1,-99.9,-99.9,-1
-6.8814,0,-1.12121,-99.9,-99.9,-1,-99.9,-99.9,-1
-7.22618,0,0.355764,-25,0,723,25,0,646
18.2668,0,0.89124,-25,0,9,25,0,18
2.00849,0,1.5668,-99.9,-99.9,-1,-99.9,-99.9,-1
17.701,0,-6.37813,-25,0,64,25,0,169
2.3774,0,-2.55231,-99.9,-99.9,-1,-99.9,-99.9,-1
10.2386,0,-6.22339,-25,0,709,25,0,1011
18.514,0,-0.781145,-99.9,-99.9,-1,-99.9,-99.9,-1
11.3026,0,2.0307,-99.9,-99.9,-1,-99.9,-99.9,-1
1.02379,0,-1.72274,-99.9,-99.9,-1,-99.9,-99.9,-1
-17.9606,0,6.11952,-25,0,2,-99.9,-99.9,-1
14.3813,0,9.50489,-25,0,2,25,0,8
-1.73182,0,2.65881,-25,0,12,25,0,14
1.57917,0,1.22341,-25,0,664,25,0,569
-0.544313,0,-0.693957,-25,0,586,25,0,539
-8.8144,0,-1.02526,-99.9,-99.9,-1,-99.9,-99.9,-1
14.6833,0,-3.05127,-25,0,33,25,0,50
-2.28099,0,-0.0210416,-25,0,72,25,0,67
-21.8688,0,-2.32428,-25,0,224,25,0,90
15.8204,0,4.28015,-25,0,60,25,0,144
0.979399,0,0.913498,-25,0,101,25,0,93
-20.399,0,5.74512,-99.9,-99.9,-1,-99.9,-99.9,-1
11.7346,0,7.25624,-25,0,77,25,0,100
-4.9651,0,2.75742,-25,0,1127,25,0,679
-20.4168,0,2.18293,-25,0,16,25,0,4
21.9793,0,7.79086,-25,0,33,25,0,136
15.9023,0,-1.18365,-25,0,13,25,0,24
-12.7055,0,4.78769,-99.9,-99.9,-1,-99.9,-99.9,-1
-2.03376,0,-0.262978,-25,0,406,25,0,381
-5.82378,0,0.668415,-25,0,504,25,0,396
-12.0736,0,4.85564,-99.9,-99.9,-1,-99.9,-99.9,-1
-11.0274,0,5.09094,-25,0,190,25,0,107
4.99583,0,1.94297,-25,0,59,25,0,73
-11.7097,0,7.54043,-25,0,1,-99.9,-99.9,-1
-14.5108,0,1.97047,-99.9,-99.9,-1,-99.9,-99.9,-1
-13.9809,0,-6.87124,-25,0,1503,25,0,1605
12.6601,0,0.769049,-25,0,384,25,0,657
-19.2005,0,0.53603,-25,0,270,25,0,96
-18.298,0,-3.95417,-25,0,1797,25,0,645
7.06422,0,-6.73944,-99.9,-99.9,-1,-99.9,-99.9,-1
19.1594,0,-7.68084,-99.9,-99.9,-1,25,0,1
-14.0126,0,-3.16026,-25,0,1,-99.9,-99.9,-1
15.042,0,2.47728,-99.9,-99.9,-1,-99.9,-99.9,-1
-5.84083,0,-6.10468,-25,0,28,25,0,28
10.4369,0,-0.500679,-25,0,397,25,0,630
18.0043,0,4.98651,-99.9,-99.9,-1,-99.9,-99.9,-1
21.7924,0,5.8192,-25,0,1,25,0,2
-21.2603,0,3.00402,-25,0,296,25,0,54
3.80662,0,-0.754681,-25,0,732,25,0,1228
-19.516,0,-4.93068,-25,0,1,-99.9,-99.9,-1
-16.9306,0,3.56437,-25,0,192,25,0,87
3.45838,0,2.32508,-25,0,95,25,0,107
13.1518,0,-3.99565,-25,0,59,25,0,113
-17.1571,0,-0.631677,-25,0,423,25,0,144
-8.7872,0,1.53018,-25,0,120,25,0,92
14.8616,0,-6.09083,-25,0,12,25,0,42
-11.8976,0,-9.6077,-25,0,821,25,0,423
-3.96312,0,6.19233,-99.9,-99.9,-1,-99.9,-99.9,-1
5.87488,0,4.52137,-25,0,204,25,0,305
-12.0191,0,-1.70385,-99.9,-99.9,-1,25,0,1
-2.73748,0,5.08603,-25,0,929,25,0,759
17.9955,0,5.29597,-25,0,152,25,0,361
5.27677,0,-2.81655,-25,0,271,25,0,323
-16.3268,0,5.94648,-25,0,705,25,0,336
-11.8589,0,-1.5696,-25,0,296,25,0,170
6.73301,0,-8.15997,-25,0,1048,25,0,1394
